"id","ref_order_code","ref_product_code","ref_product_brand","ref_product_name","ref_product_price","ref_product_color","ref_product_storage","product_type","deposit","finance","increase","increase_amount","commission_admin","finance_befor_tax","sales_tax","finance_amount","finance_cost","cost_report_rd","installment_amount","installment_number","finance_per_month","increase_per_month","sales_tax_per_month","installment_total","processing","detail_quantity","detail_amount","detail_status","mobile_imei","mobile_serial_no","created_by","created_at","updated_at","updated_by"
"80","REQ2506-00080","351095812893811","Apple","iPhone 15 128 Gb สีดำ","18900","5","128 Gb","2","5000","13900","0.6","8340","1390","23630","1654.1","25284.1","15290","21267","2528.41","10","1529","834","165.41","25284.1","0","1","30284.1","1","351095812893811","L16277X39M","admins","2025-06-29 16:05:06","2025-06-29 16:06:54","admins"
"81","REQ2507-00081","352052413544101","Apple","iPhone 13 Pro Max 128 Gb สีขาว","10000","4","128 Gb","2","0","10000","0.6","6000","1000","17000","1190","18190","11000","15300","3638","5","2200","1200","238","18190","0","1","18190","1","352052413544101","F2LD518PN70Y","nicha","2025-07-01 13:50:18","2025-07-01 13:51:02","nicha"
"82","REQ2507-00082","351260967920179","Apple","iPhone 15 128 Gb สีดำ","18900","5","128 Gb","2","3800","15100","0.6","9060","1510","25670","1796.9","27466.9","16610","23103","2746.69","10","1661","906","179.69","27466.9","0","1","31266.9","1","351260967920179","CYMQMXJNYH","nicha","2025-07-05 13:41:18","2025-07-05 13:44:36","nicha"
"83","REQ2507-00083","355786376125568","Apple","iPhone 13 Pro 256 Gb สีเซียร์ร่าบลู","18500","10","256 Gb","2","3700","14800","0.6","8880","1480","25160","1761.2","26921.2","16280","22644","2692.12","10","1628","888","176.12","26921.2","0","1","30621.2","1","355786376125568","GDG4F2T9DN","admins","2025-07-06 11:26:40","2025-07-06 11:27:35","admins"
"84","REQ2507-00084","353175861538109","Apple","iPhone 12 Pro Max 256 Gb แปซิฟิกบลู","16900","24","256 Gb","2","3700","13200","0.6","7920","1320","22440","1570.8","24010.8","14520","20196","2401.08","10","1452","792","157.08","24010.8","0","1","27710.8","1","353175861538109","G0NFG5BQD56","admins","2025-07-06 14:25:52","2025-07-06 14:26:52","admins"
"85","REQ2507-00085","354300901223707","Apple","iPhone 13 128 Gb สีฟ้า","12900","17","128 Gb","2","2600","10300","0.6","6180","1030","17510","1225.7","18735.7","11330","15759","1873.57","10","1133","618","122.57","18735.7","0","1","21335.7","1","354300901223707","DT77RDH9NL","nicha","2025-07-07 15:35:51","2025-07-07 15:37:03","nicha"
"86","REQ2507-00086","351786560850363","Apple","iPhone 13 Pro Max 256 Gb สีเซียร์ร่าบลู","21900","10","256 Gb","2","4400","17500","0.6","10500","1750","29750","2082.5","31832.5","19250","26775","3183.25","10","1925","1050","208.25","31832.5","0","1","36232.5","1","351786560850363","M57RNJWTVT","nicha","2025-07-10 17:05:22","2025-07-10 17:06:19","nicha"
"87","REQ2507-00087","P01010201572-1","Apple","iPhone 15 128 Gb สีชมพู","19900","7","128 Gb","2","5000","14900","0.4","5960","1490","22350","1564.5","23914.5","16390","20115","3985.75","6","2731.67","993.33","260.75","23914.5","0","1","28914.5","1","355820714903582","H6GXQG9R62","nicha","2025-07-11 16:43:47","2025-07-11 16:45:00","nicha"
"88","REQ2507-00088","352835988316132","Apple","iPhone 13 Pro 128 Gb สีกราไฟต์","17900","13","128 Gb","2","3600","14300","0.6","8580","1430","24310","1701.7","26011.7","15730","21879","2601.17","10","1573","858","170.17","26011.7","0","1","29611.7","1","352835988316132","QHF6JQ0KY3","nicha","2025-07-16 13:58:58","2025-07-16 14:00:07","nicha"
"89","REQ2507-00089","355786376125568","Apple","iPhone 13 Pro 256 Gb สีเซียร์ร่าบลู","18500","10","256 Gb","2","3700","14800","0.6","8880","1480","25160","1761.2","26921.2","16280","22644","2692.12","10","1628","888","176.12","26921.2","0","1","30621.2","1","355786376125568","GDG4F2T9DN","nicha","2025-07-16 14:38:18","2025-07-16 14:39:08","nicha"
"90","REQ2507-00090","355823776208270","Apple","iPhone 14 128 Gb สีดำ","15900","5","128 Gb","2","4000","11900","0.6","7140","1190","20230","1416.1","21646.1","13090","18207","2164.61","10","1309","714","141.61","21646.1","0","1","25646.1","1","355823776208270","J2PGLVW27N","nicha","2025-07-17 16:01:20","2025-07-17 16:02:44","nicha"
"91","REQ2507-00091","354941524169908","Apple","iPhone 15 128 Gb สีฟ้า","18900","17","128 Gb","2","3800","15100","0.6","9060","1510","25670","1796.9","27466.9","16610","23103","2746.69","10","1661","906","179.69","27466.9","0","1","31266.9","1","354941524169908","D6TGXKYF6H","nicha","2025-07-19 12:15:24","2025-07-19 12:16:46","nicha"
"92","REQ2507-00092","353523524207341","Apple","iPhone 13 128 Gb สีมิดไนท์","6400","27","128 Gb","2","0","6400","0.54","3456","640","10496","734.72","11230.72","7040","9446.4","1871.79","6","1173.33","576","122.45","11230.72","0","1","11230.72","1","353523524207341","K9H7YPYX91","nicha","2025-07-25 12:17:06","2025-07-25 12:17:35","nicha"
"93","REQ2507-00093","351520708964459","Apple","iPhone 13 128 Gb สีเขียว","13900","3","128 Gb","2","2780","11120","0.6","6672","1112","18904","1323.28","20227.28","12232","17013.6","2022.73","10","1223.2","667.2","132.33","20227.28","0","1","23007.28","1","351520708964459","CG22LFT40H","admins","2025-07-27 11:23:27","2025-07-27 11:23:48","admins"
"94","REQ2507-00094","350340396525491","Apple","iPhone 13 128 Gb สีน้ำเงิน","6400","2","128 Gb","2","0","6400","0.54","3456","640","10496","734.72","11230.72","7040","9446.4","1871.79","6","1173.33","576","122.45","11230.72","0","1","11230.72","1","350340396525491","PXN60Y6R6N","admins","2025-07-27 15:57:06","2025-07-27 15:57:25","admins"
"95","REQ2507-00095","350912505783581","Apple","iPhone 16 Pro Max 256 Gb ไทเทเนียมธรรมชาติ","17600","28","256 Gb","2","0","17600","0.54","9504","1760","28864","2020.48","30884.48","19360","25977.6","5147.41","6","3226.67","1584","336.75","30884.48","0","1","30884.48","1","350912505783581","K3DM2KK91M","nicha","2025-07-30 12:50:57","2025-07-30 12:51:22","nicha"
"96","REQ2507-00096","35478625755740","Apple","iPhone 13 Pro Max 128 Gb สีเซียร์ร่าบลู","8300","10","128 Gb","2","0","8300","0.54","4482","830","13612","952.84","14564.84","9130","12250.8","2427.47","6","1521.67","747","158.81","14564.84","0","1","14564.84","1","35478625755740","TC24FNN754","nicha","2025-07-31 11:20:23","2025-07-31 11:20:52","nicha"
"97","REQ2507-00097","351143340200784","Apple","iPhone 12 Pro Max 128 Gb สีทอง","15900","12","128 Gb","2","3200","12700","0.6","7620","1270","21590","1511.3","23101.3","13970","19431","2310.13","10","1397","762","151.13","23101.3","0","1","26301.3","1","351143340200784","G0NFF1D60D51","nicha","2025-07-31 12:03:55","2025-07-31 12:05:22","nicha"
"98","REQ2507-00098","35751459643803","Apple","iPhone 13 128 Gb สีมิดไนท์","6400","27","128 Gb","2","0","6400","0.54","3456","640","10496","734.72","11230.72","7040","9446.4","1871.79","6","1173.33","576","122.45","11230.72","0","1","11230.72","1","35751459643803","K576DN492F","nicha","2025-07-31 16:43:24","2025-07-31 16:43:44","nicha"
"99","REQ2507-00099","353324653569050","Apple","iPhone 13 Pro Max 128 Gb สีขาว","20900","4","128 Gb","2","4200","16700","0.6","10020","1670","28390","1987.3","30377.3","18370","25551","3037.73","10","1837","1002","198.73","30377.3","0","1","34577.3","1","353324653569050","WJ63CJC21C","nicha","2025-07-31 17:21:07","2025-07-31 17:22:12","nicha"
"100","REQ2508-00100","358863664321204","Apple","iPhone 13 Pro Max 512 Gb สีเซียร์ร่าบลู","21900","10","512 Gb","2","4400","17500","0.6","10500","1750","29750","2082.5","31832.5","19250","26775","3183.25","10","1925","1050","208.25","31832.5","0","1","36232.5","1","358863664321204","RL0R99GW90","nicha","2025-08-01 10:14:22","2025-08-01 10:15:06","nicha"
"101","REQ2508-00101","351183476196877","Apple","Iphone 16 plus 128 Gb สีชมพู","12000","7","128 Gb","2","0","12000","0.54","6480","1200","19680","1377.6","21057.6","13200","17712","3509.6","6","2200","1080","229.6","21057.6","0","1","21057.6","1","351183476196877","CN4977YJGT","nicha","2025-08-01 12:05:30","2025-08-01 12:06:47","nicha"
"102","REQ2508-00102","354427911455142","Apple","iPhone 16 128 Gb สีชมพู","10000","7","128 Gb","2","0","10000","0.54","5400","1000","16400","1148","17548","11000","14760","2924.67","6","1833.33","900","191.33","17548","0","1","17548","1","354427911455142","CW30T0W7JV","nicha","2025-08-02 10:56:05","2025-08-02 10:56:55","nicha"
"103","REQ2508-00103","357584544036496","Apple","iPhone 13 128 Gb สีมิดไนท์","6400","27","128 Gb","2","0","6400","0.54","3456","640","10496","734.72","11230.72","7040","9446.4","1871.79","6","1173.33","576","122.45","11230.72","0","1","11230.72","1","357584544036496","JXVMFK2JK4","nicha","2025-08-02 15:56:22","2025-08-02 15:57:02","nicha"
"104","REQ2508-00104","350992325416760","Apple","iPhone 14 128 Gb สีม่วง","8000","1","128 Gb","2","0","8000","0.54","4320","800","13120","918.4","14038.4","8800","11808","2339.73","6","1466.67","720","153.07","14038.4","0","1","14038.4","1","350992325416760","่JWCR2X2TV1","nicha","2025-08-05 11:34:09","2025-08-05 11:34:50","nicha"
"105","REQ2508-00105","359368236357248","Apple","iPhone 15 Pro 128 Gb ไทเทเนียมน้ำเงิน","11600","29","128 Gb","2","0","11600","0.54","6264","1160","19024","1331.68","20355.68","12760","17121.6","3392.61","6","2126.67","1044","221.95","20355.68","0","1","20355.68","1","359368236357248","KX39DXWKH2","nicha","2025-08-05 11:56:20","2025-08-05 11:57:18","nicha"
"106","REQ2508-00106","352224320530678","Apple","iPhone 13 128 Gb สีชมพู","13900","7","128 Gb","2","2800","11100","0.6","6660","1110","18870","1320.9","20190.9","12210","16983","2019.09","10","1221","666","132.09","20190.9","0","1","22990.9","1","352224320530678","D69R6PFXVX","nicha","2025-08-06 10:42:59","2025-08-06 10:44:00","nicha"
"107","REQ2508-00107","354760246227822","Apple","iPhone 16 Pro Max 256 Gb ทะเลทราย","17600","36","256 Gb","2","0","17600","0.54","9504","1760","28864","2020.48","30884.48","19360","25977.6","5147.41","6","3226.67","1584","336.75","30884.48","0","1","30884.48","1","354760246227822","FDJGFCN2TC","nicha","2025-08-08 13:28:02","2025-08-08 13:28:50","nicha"
"108","REQ2508-00108","359236737559275","Apple","iPhone 14 Pro Max 128 Gb สีม่วง","10800","1","128 Gb","2","0","10800","0.54","5832","1080","17712","1239.84","18951.84","11880","15940.8","3158.64","6","1980","972","206.64","18951.84","0","1","18951.84","1","359236737559275","G06YY463JN","nicha","2025-08-08 15:56:33","2025-08-08 16:00:07","nicha"
"109","REQ2508-00109","353652736704967","Apple","iPhone 13 Pro Max 256 Gb สีเซียร์ร่าบลู","8700","10","256 Gb","2","0","8700","0.54","4698","870","14268","998.76","15266.76","9570","12841.2","2544.46","6","1595","783","166.46","15266.76","0","1","15266.76","1","353652736704967","YG7RD7Q4TX","nicha","2025-08-09 15:17:25","2025-08-09 15:20:22","nicha"
"110","REQ2508-00110","354001109334318","Apple","iPhone 11 128 Gb สีขาว","8500","4","128 Gb","2","1700","6800","0.6","4080","680","11560","809.2","12369.2","7480","10404","1236.92","10","748","408","80.92","12369.2","0","1","14069.2","1","354001109334318","C7CZNTDZN73F","nicha","2025-08-11 13:24:31","2025-08-11 13:25:32","nicha"
"111","REQ2508-00111","350742136067306","Apple","iPhone 12 Pro 128 Gb แปซิฟิกบลู","5200","24","128 Gb","2","0","5200","0.54","2808","520","8528","596.96","9124.96","5720","7675.2","1520.83","6","953.33","468","99.49","9124.96","0","1","9124.96","1","350742136067306","G6TFJ3YV0D91","nicha","2025-08-13 11:08:42","2025-08-13 11:09:38","nicha"
"112","REQ2508-00112","356579553329015","Apple","iPhone 13 Pro Max 128 Gb สีเขียว","8000","3","128 Gb","2","0","8000","0.54","4320","800","13120","918.4","14038.4","8800","11808","2339.73","6","1466.67","720","153.07","14038.4","0","1","14038.4","1","356579553329015","CYL6W003JP","nicha","2025-08-14 14:00:22","2025-08-14 14:01:13","nicha"
"113","REQ2508-00113","359922418631505","Apple","iPhone 14 128 Gb สีมิดไนท์","8000","8","128 Gb","2","0","8000","0.54","4320","800","13120","918.4","14038.4","8800","11808","2339.73","6","1466.67","720","153.07","14038.4","0","1","14038.4","1","359922418631505","KR21H726D1","nicha","2025-08-16 11:01:55","2025-08-16 11:03:29","nicha"
"114","REQ2508-00114","352417949977151","Apple","iPhone 11 128 Gb สีดำ","8500","5","128 Gb","2","1700","6800","0.6","4080","680","11560","809.2","12369.2","7480","10404","1236.92","10","748","408","80.92","12369.2","0","1","14069.2","1","352417949977151","DX3MP1KQN73D","nicha","2025-08-16 18:44:37","2025-08-16 18:45:25","nicha"
"115","REQ2508-00115","352835983081681","Apple","iPhone 13 Pro 128 Gb สีกราไฟต์","16900","13","128 Gb","2","3380","13520","0.6","8112","1352","22984","1608.88","24592.88","14872","20685.6","2459.29","10","1487.2","811.2","160.89","24592.88","0","1","27972.88","1","352835983081681","MLWXP03JK9","admins","2025-08-17 11:53:09","2025-08-17 11:53:31","admins"
"116","REQ2508-00116","359461430146127","Apple","iPhone 13 128 Gb สีขาว","13900","4","128 Gb","2","2780","11120","0.6","6672","1112","18904","1323.28","20227.28","12232","17013.6","2022.73","10","1223.2","667.2","132.33","20227.28","0","1","23007.28","1","359461430146127","GH9C262D74","admins","2025-08-17 13:59:03","2025-08-17 14:01:52","admins"
"117","REQ2508-00117","356388818764291","Apple","iPhone 15 Pro Max 256 Gb สีบลูไทเทเนียม","12000","20","256 Gb","2","0","12000","0.54","6480","1200","19680","1377.6","21057.6","13200","17712","3008.23","7","1885.71","925.71","196.8","21057.6","0","1","21057.6","1","356388818764291","G2XWF2PC4Q","nicha","2025-08-18 13:24:38","2025-08-18 13:25:21","nicha"
"118","REQ2508-00118","357121282744971","Apple","iPhone 16 Pro Max 512 Gb ทะเลทราย","20800","36","512 Gb","2","0","20800","0.54","11232","2080","34112","2387.84","36499.84","22880","30700.8","5214.26","7","3268.57","1604.57","341.12","36499.84","0","1","36499.84","1","357121282744971","K370CQKP7K","nicha","2025-08-18 15:30:21","2025-08-18 15:31:24","nicha"
"119","REQ2508-00119","355458127766997","Apple","iPhone 15 Pro Max 256 Gb ไทเทเนียมธรรมชาติ","14000","28","256 Gb","2","0","14000","0.54","7560","1400","22960","1607.2","24567.2","15400","20664","3509.6","7","2200","1080","229.6","24567.2","0","1","24567.2","1","355458127766997","K7HGXRJ9J6","nicha","2025-08-18 16:19:34","2025-08-18 16:21:22","nicha"
"120","REQ2508-00120","356417996603300","Apple","iPhone 13 128 Gb สีชมพู","13900","7","128 Gb","2","2800","11100","0.6","6660","1110","18870","1320.9","20190.9","12210","16983","2019.09","10","1221","666","132.09","20190.9","0","1","22990.9","1","356417996603300","JMJ999N4CM","nicha","2025-08-19 10:59:10","2025-08-19 11:00:05","nicha"
"121","REQ2508-00121","35685890123684","Apple","iPhone 13 128 Gb สีชมพู","6400","7","128 Gb","2","0","6400","0.54","3456","640","10496","734.72","11230.72","7040","9446.4","1871.79","6","1173.33","576","122.45","11230.72","0","1","11230.72","1","35685890123684","TL2KW4P7QR","nicha","2025-08-19 16:30:39","2025-08-19 16:31:16","nicha"
"122","REQ2508-00122","35390815543158","Apple","iPhone 13 128 Gb สีมิดไนท์","6000","27","128 Gb","2","0","6000","0.54","3240","600","9840","688.8","10528.8","6600","8856","1754.8","6","1100","540","114.8","10528.8","0","1","10528.8","1","35390815543158","LYP71526N4","nicha","2025-08-19 17:11:31","2025-08-19 17:12:12","nicha"
"123","REQ2508-00123","353055119330105","Apple","iPhone 12 64 Gb สีม่วง","9000","1","64 Gb","2","1800","7200","0.6","4320","720","12240","856.8","13096.8","7920","11016","1309.68","10","792","432","85.68","13096.8","0","1","14896.8","1","353055119330105","G6TDP3UQ0F0V","nicha","2025-08-20 16:17:38","2025-08-20 16:22:46","admins"
"124","REQ2508-00124","358434161406409","Apple","iPhone 15 128 Gb สีฟ้า","9200","17","128 Gb","2","0","9200","0.54","4968","920","15088","1056.16","16144.16","10120","13579.2","2690.69","6","1686.67","828","176.03","16144.16","0","1","16144.16","1","358434161406409","MJ2X5W345Y","nicha","2025-08-21 13:12:22","2025-08-21 13:13:43","nicha"
"125","REQ2508-00125","P01010151532-","Apple","iPhone 13 Pro Max 128 Gb สีเขียว","19500","3","5","2","3900","15600","0.6","9360","1560","26520","1856.4","28376.4","17160","23868","2837.64","10","1716","936","185.64","28376.4","0","1","32276.4","1","351786560389743","YYJMFWT4RX","nicha","2025-08-21 18:07:59","2025-08-22 14:18:43","nannie"
"126","REQ2508-00126","350320090551944","Apple","iPhone 12 Pro 128 Gb สีทอง","13900","23","128 Gb","2","2780","11120","0.6","6672","1112","18904","1323.28","20227.28","12232","17013.6","2022.73","10","1223.2","667.2","132.33","20227.28","0","1","23007.28","1","350320090551944","G6TDX48B0D90","admins","2025-08-22 12:49:27","2025-08-22 12:50:14","admins"
"127","REQ2508-00127","350320090551944","Apple","iPhone 12 Pro 128 Gb สีทอง","12900","23","128 Gb","2","2600","10300","0.6","6180","1030","17510","1225.7","18735.7","11330","15759","1873.57","10","1133","618","122.57","18735.7","0","1","21335.7","1","350320090551944","G6TDX48B0D90","nicha","2025-08-22 15:59:01","2025-08-22 16:00:42","nicha"
"128","REQ2508-00128","353831106577282","Apple","iPhone 11 Pro 256 Gb สีมิดไนท์","10000","27","256 Gb","2","2000","8000","0.6","4800","800","13600","952","14552","8800","12240","1455.2","10","880","480","95.2","14552","0","1","16552","1","353831106577282","F17ZR4CAN6Y9","nicha","2025-08-27 10:43:51","2025-08-27 10:46:00","nicha"
"129","REQ2508-00129","357514593025603","Apple","iPhone 13 128 Gb สีมิดไนท์","15900","27","128 Gb","1","3200","12700","0.6","7620","1270","21590","1511.3","23101.3","13970","19431","2310.13","10","1397","762","151.13","23101.3","0","1","26301.3","1","357514593025603","MPK0J544JV","nicha","2025-08-27 11:47:20","2025-08-27 12:13:38","nicha"
"130","REQ2508-00130","357926951348924","Apple","iPhone 15 Pro Max 256 Gb ไทเทเนียมดำ","14000","31","256 Gb","2","0","14000","0.54","7560","1400","22960","1607.2","24567.2","15400","20664","4094.53","6","2566.67","1260","267.87","24567.2","0","1","24567.2","1","357926951348924","GMH776320X","nicha","2025-08-27 14:10:51","2025-08-27 14:14:25","nicha"
"131","REQ2508-00131","352730770507768","Apple","iPhone 16 128 Gb สีดำ","26900","5","128 Gb","1","5400","21500","0.6","12900","2150","36550","2558.5","39108.5","23650","32895","3910.85","10","2365","1290","255.85","39108.5","0","1","44508.5","1","352730770507768","LXLH0W233H","nicha","2025-08-27 15:08:11","2025-08-27 15:10:21","nicha"
"132","REQ2508-00132","350381395426620","Apple","iPhone 13 Pro Max 256 Gb สีดำ","20500","5","256 Gb","2","4100","16400","0.6","9840","1640","27880","1951.6","29831.6","18040","25092","2983.16","10","1804","984","195.16","29831.6","0","1","33931.6","1","350381395426620","JYXJCJ3CDW","nicha","2025-08-27 18:51:23","2025-08-27 18:53:09","nicha"
"133","REQ2508-00133","359173734862107","Apple","iPhone 12 Pro Max 128 Gb แปซิฟิกบลู","14900","24","128 Gb","2","3000","11900","0.6","7140","1190","20230","1416.1","21646.1","13090","18207","2164.61","10","1309","714","141.61","21646.1","0","1","24646.1","1","359173734862107","G0NFN37U0D52","nicha","2025-08-28 18:08:47","2025-08-28 18:09:26","nicha"
"134","REQ2508-00134","354300905622342","Apple","iPhone 13 128 Gb สีมิดไนท์","13900","27","128 Gb","2","2800","11100","0.6","6660","1110","18870","1320.9","20190.9","12210","16983","2019.09","10","1221","666","132.09","20190.9","0","1","22990.9","1","354300905622342","X2J639PY9R","nicha","2025-08-29 11:06:21","2025-08-29 11:07:08","nicha"
"135","REQ2508-00135","352959522746545","Apple","iPhone 13 128 Gb สีฟ้า","13900","17","128 Gb","2","2800","11100","0.6","6660","1110","18870","1320.9","20190.9","12210","16983","2019.09","10","1221","666","132.09","20190.9","0","1","22990.9","1","352959522746545","G0GQRQ21YD","nicha","2025-08-29 11:36:37","2025-08-29 11:37:58","nicha"
"136","REQ2508-00136","353911102194496","Apple","iPhone 11 Pro Max 256 Gb เทาสเปซเกรย์","10900","21","256 Gb","2","2180","8720","0.6","5232","872","14824","1037.68","15861.68","9592","13341.6","1586.17","10","959.2","523.2","103.77","15861.68","0","1","18041.68","1","353911102194496","F2MZHMSGN711","admins","2025-08-29 18:48:39","2025-08-29 18:50:02","admins"
"137","REQ2508-00137","350505206008454","Apple","iPhone 14 128 Gb สีม่วง","15500","1","128 Gb","2","3100","12400","0.6","7440","1240","21080","1475.6","22555.6","13640","18972","2255.56","10","1364","744","147.56","22555.6","0","1","25655.6","1","350505206008454","DD6F0H10QM","nicha","2025-08-30 11:25:02","2025-08-30 11:26:03","nicha"
"138","REQ2508-00138","355908667841899","Apple","iPhone 13 Pro Max 256 Gb สีทอง","20100","23","256 Gb","2","10000","10100","0.6","6060","1010","17170","1201.9","18371.9","11110","15453","1837.19","10","1111","606","120.19","18371.9","0","1","28371.9","1","355908667841899","VTP7FL237C","nicha","2025-08-30 15:25:10","2025-08-30 15:26:16","nicha"
"139","REQ2508-00139","359817432539025","Apple","iPhone 15 128 Gb สีชมพู","17900","7","128 Gb","2","3600","14300","0.6","8580","1430","24310","1701.7","26011.7","15730","21879","2601.17","10","1573","858","170.17","26011.7","0","1","29611.7","1","359817432539025","F3X357V4F1","nicha","2025-08-31 13:48:28","2025-08-31 13:50:07","nicha"
"140","REQ2508-00140","358592371756010","Apple","iPhone 13 Pro Max 256 Gb สีเขียว","20500","3","256 Gb","2","4100","16400","0.6","9840","1640","27880","1951.6","29831.6","18040","25092","2983.16","10","1804","984","195.16","29831.6","0","1","33931.6","1","358592371756010","TH6F0WY4C2","nicha","2025-08-31 13:59:46","2025-08-31 14:01:11","nicha"
"141","REQ2508-00141","357514590802640","Apple","iPhone 13 128 Gb สีมิดไนท์","15900","27","128 Gb","1","3200","12700","0.6","7620","1270","21590","1511.3","23101.3","13970","19431","2310.13","10","1397","762","151.13","23101.3","0","1","26301.3","1","357514590802640","H9JQDP9XVR","nicha","2025-08-31 17:02:57","2025-08-31 17:03:42","nicha"
"142","REQ2509-00142","357300541732122","Apple","iPhone 15 Pro Max 256 Gb ไทเทเนียมธรรมชาติ","30900","28","256 Gb","2","8900","22000","0.6","13200","2200","37400","2618","40018","24200","33660","4001.8","10","2420","1320","261.8","40018","0","1","48918","1","357300541732122","FW353HP65N","nicha","2025-09-01 15:33:30","2025-09-01 15:35:27","nicha"
"143","REQ2509-00143","359222212052812","Apple","iPhone 13 128 Gb สีขาว","13900","4","128 Gb","2","3300","10600","0.6","6360","1060","18020","1261.4","19281.4","11660","16218","1928.14","10","1166","636","126.14","19281.4","0","1","22581.4","1","359222212052812","J2T7R7RQGN","nicha","2025-09-01 18:03:21","2025-09-01 18:04:11","nicha"
"144","REQ2509-00144","357514590816863","Apple","iPhone 13 128 Gb สีมิดไนท์","15900","27","128 Gb","1","3200","12700","0.6","7620","1270","21590","1511.3","23101.3","13970","19431","2310.13","10","1397","762","151.13","23101.3","0","1","26301.3","1","357514590816863","CQV6V2KP7P","nicha","2025-09-02 14:29:34","2025-09-02 14:31:07","nicha"
"145","REQ2509-00145","350381399031004","Apple","iPhone 13 Pro Max 128 Gb สีดำ","19500","5","128 Gb","2","3900","15600","0.6","9360","1560","26520","1856.4","28376.4","17160","23868","2837.64","10","1716","936","185.64","28376.4","0","1","32276.4","1","350381399031004","DY65XKDP67","nicha","2025-09-04 09:30:51","2025-09-04 09:32:58","nicha"
"146","REQ2509-00146","352850790833976","Apple","iPhone 12 Pro Max 128 Gb สีทอง","7200","12","128 Gb","2","0","7200","0.54","3888","720","11808","826.56","12634.56","7920","10627.2","2105.76","6","1320","648","137.76","12634.56","0","1","12634.56","1","352850790833976","G0NDRRKQ0D51","nicha","2025-09-04 12:17:04","2025-09-04 12:18:52","nicha"
"147","REQ2509-00147","353908109701380","Apple","iPhone 11 Pro Max 64 Gb สีมิดไนท์","10000","27","64 Gb","2","2000","8000","0.6","4800","800","13600","952","14552","8800","12240","1455.2","10","880","480","95.2","14552","0","1","16552","1","353908109701380","F2LCG9T8N70W","nicha","2025-09-04 15:09:49","2025-09-04 15:10:38","nicha"
"148","REQ2509-00148","350407037955708","Apple","iPhone 13 128 Gb สีชมพู","13900","7","128 Gb","2","2800","11100","0.6","6660","1110","18870","1320.9","20190.9","12210","16983","2019.09","10","1221","666","132.09","20190.9","0","1","22990.9","1","350407037955708","LFMH365NV3","nicha","2025-09-05 14:55:53","2025-09-05 14:56:53","nicha"
"149","REQ2509-00149","358538324081485","Apple","iPhone 13 Pro Max 256 Gb สีขาว","20500","4","256 Gb","2","4100","16400","0.6","9840","1640","27880","1951.6","29831.6","18040","25092","2983.16","10","1804","984","195.16","29831.6","0","1","33931.6","1","358538324081485","LC99N6FWJT","nicha","2025-09-06 12:28:49","2025-09-06 12:30:13","nicha"
"150","REQ2509-00150","353418633347023","Apple","iPhone 15 128 Gb สีฟ้า","17900","17","128 Gb","2","3600","14300","0.6","8580","1430","24310","1701.7","26011.7","15730","21879","2601.17","10","1573","858","170.17","26011.7","0","1","29611.7","1","353418633347023","LMJHWXHPK4","admins","2025-09-07 16:34:06","2025-09-07 16:35:20","admins"
"151","REQ2509-00151","354660205928453","Apple","iPhone 15 Plus 128 Gb สีชมพู","22900","7","128 Gb","2","4600","18300","0.6","10980","1830","31110","2177.7","33287.7","20130","27999","3328.77","10","2013","1098","217.77","33287.7","0","1","37887.7","1","354660205928453","FQ371V9MQQ","nicha","2025-09-08 10:24:35","2025-09-08 10:26:12","nicha"
"152","REQ2509-00152","353911106461719","Apple","iPhone 11 Pro Max 256 Gb สีดำ","10900","5","256 Gb","2","2200","8700","0.6","5220","870","14790","1035.3","15825.3","9570","13311","1582.53","10","957","522","103.53","15825.3","0","1","18025.3","1","353911106461719","FK1ZRENYN70X","nicha","2025-09-09 17:25:54","2025-09-09 17:27:11","nicha"
"153","REQ2509-00153","359481985890523","Apple","iPhone 13 Pro Max 128 Gb สีดำ","20500","5","128 Gb","2","4100","16400","0.6","9840","1640","27880","1951.6","29831.6","18040","25092","2983.16","10","1804","984","195.16","29831.6","0","1","33931.6","1","359481985890523","WLVT9F9PG4","nicha","2025-09-13 13:46:00","2025-09-13 13:48:23","nicha"
"154","REQ2509-00154","351031654328277","Apple","iPhone 16 128 Gb สีดำ","23000","5","128 Gb","2","5000","18000","0.6","10800","1800","30600","2142","32742","19800","27540","3274.2","10","1980","1080","214.2","32742","0","1","37742","1","351031654328277","J9X04WM2WF","nicha","2025-09-18 13:17:25","2025-09-18 13:18:26","nicha"
"155","REQ2509-00155","P010101415132-","Apple","iPhone 13 Pro 128 Gb สีกราไฟต์","16500","13","5","2","3300","13200","0.6","7920","1320","22440","1570.8","24010.8","14520","20196","2401.08","10","1452","792","157.08","24010.8","0","1","27310.8","1","354619644299322","QQ49250H9J","nicha","2025-09-21 12:40:25","2025-09-27 15:30:49","admins"
"156","REQ2509-00156","354427913088750","Apple","iPhone 16 128 Gb สีชมพู","22500","7","128 Gb","2","4500","18000","0.6","10800","1800","30600","2142","32742","19800","27540","3274.2","10","1980","1080","214.2","32742","0","1","37242","1","354427913088750","KGRYPKW403","nicha","2025-09-21 15:32:28","2025-09-21 15:33:05","nicha"
"157","REQ2509-00157","354090446204581","Apple","iPhone 13 128 Gb สีขาว","12900","4","128 Gb","2","2600","10300","0.6","6180","1030","17510","1225.7","18735.7","11330","15759","1873.57","10","1133","618","122.57","18735.7","0","1","21335.7","1","354090446204581","L6CJQ6LJ2J","nicha","2025-09-21 17:59:20","2025-09-21 18:01:19","nicha"
